reviewer,starRating,comment,createTime,updateTime,name,displayName,reviewer_name,review_id,reviewReply
{'displayName': 'Mariana Rigotti Surian'},THREE,,2021-09-27T01:28:21.271406Z,2021-09-27T01:28:21.271406Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ2bW91OUZBEAE,Mariana Rigotti Surian,Mariana Rigotti Surian,ChZDSUhNMG9nS0VJQ0FnSUQ2bW91OUZBEAE,
{'displayName': 'Marco Antonio Moreira'},FOUR,,2021-09-26T14:21:05.014746Z,2021-09-26T14:21:05.014746Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ2cXZPa1V3EAE,Marco Antonio Moreira,Marco Antonio Moreira,ChZDSUhNMG9nS0VJQ0FnSUQ2cXZPa1V3EAE,
{'displayName': 'antonio pereira'},TWO,,2021-09-25T21:15:34.257958Z,2021-09-25T21:15:35.062934Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ2aXJUQWFREAE,antonio pereira,antonio pereira,ChZDSUhNMG9nS0VJQ0FnSUQ2aXJUQWFREAE,
{'displayName': 'Lucas Henrique Nascimento Porcidonio'},FIVE,,2021-09-25T14:37:07.693091Z,2021-09-25T14:37:07.693091Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUQ2c3ZQN3FRRRAB,Lucas Henrique Nascimento Porcidonio,Lucas Henrique Nascimento Porcidonio,ChdDSUhNMG9nS0VJQ0FnSUQ2c3ZQN3FRRRAB,
{'displayName': 'Ana Moura'},FIVE,"(Translated by Google) Very nice place to spend the day and to camp

(Original)
Lugar muito gostoso de passar o dia e para acampar",2021-09-22T14:07:26.552832Z,2021-09-22T14:07:26.552832Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ2ek83a2JBEAE,Ana Moura,Ana Moura,ChZDSUhNMG9nS0VJQ0FnSUQ2ek83a2JBEAE,
{'displayName': 'Guilherme Victor'},FIVE,"(Translated by Google) Excellent place to rest and enjoy the family.
Spacious and with lots of things to enjoy.

(Original)
Excelente lugar para descansar e aproveitar a família.
Espaçoso e com diversas coisas para se divertir.",2021-09-21T23:43:41.767582Z,2021-09-21T23:43:41.767582Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUQ2OU1qR2dBRRAB,Guilherme Victor,Guilherme Victor,ChdDSUhNMG9nS0VJQ0FnSUQ2OU1qR2dBRRAB,
{'displayName': 'Psicóloga - Psicanalista Dra. Sonia Regina (Campinas e online)'},FIVE,"(Translated by Google) This is the second time we have visited this campsite.
We love it!
It's our style of organization, cleanliness, we really like it.

(Original)
Já é a segunda vez que visitamos este camping.
Adoramos!
É nosso estilo de organização, limpeza, enfim nos agrada muito.",2021-09-21T02:29:21.279619Z,2021-09-21T02:29:36.279879Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUQ2NUtEajZBRRAB,Psicóloga - Psicanalista Dra. Sonia Regina (Campinas e online),Psicóloga - Psicanalista Dra. Sonia Regina (Campinas e online),ChdDSUhNMG9nS0VJQ0FnSUQ2NUtEajZBRRAB,
{'displayName': 'Eliete Vicentin'},FIVE,,2021-09-20T20:21:08.152547Z,2021-09-20T20:21:08.152547Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ2eEtUeEJREAE,Eliete Vicentin,Eliete Vicentin,ChZDSUhNMG9nS0VJQ0FnSUQ2eEtUeEJREAE,
{'displayName': 'Priscila Gangi'},FIVE,,2021-01-05T09:11:10.717541Z,2021-01-05T09:11:10.717541Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURTN1ptM29RRRAB,Priscila Gangi,Priscila Gangi,ChdDSUhNMG9nS0VJQ0FnSURTN1ptM29RRRAB,
{'displayName': 'Joao Fernandes'},FIVE,"(Translated by Google) Very good place!!!

(Original)
Muito bom lugar!!!",2021-01-04T00:46:42.486099Z,2021-01-04T00:46:54.694300Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURTdGU3TFJREAE,Joao Fernandes,Joao Fernandes,ChZDSUhNMG9nS0VJQ0FnSURTdGU3TFJREAE,
{'displayName': 'Wyctor Morelle'},FOUR,"(Translated by Google) I will be recommended this camping I am planning to take the whole family,

(Original)
Me indicarão este camping estou planejando levar a família toda,",2021-01-02T23:49:10.189623Z,2021-01-02T23:49:10.189623Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURTNVpDSnVRRRAB,Wyctor Morelle,Wyctor Morelle,ChdDSUhNMG9nS0VJQ0FnSURTNVpDSnVRRRAB,
{'displayName': 'Wellington Santana'},FOUR,,2021-01-02T13:11:15.112841Z,2021-01-02T13:11:15.112841Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURTeGNtWnJBRRAB,Wellington Santana,Wellington Santana,ChdDSUhNMG9nS0VJQ0FnSURTeGNtWnJBRRAB,
{'displayName': 'Elliethy Santos'},ONE,"(Translated by Google) Beautiful place

(Original)
Lindo lugar",2021-01-01T22:00:56.497958Z,2021-01-01T22:01:06.983065Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURTLWFXalRREAE,Elliethy Santos,Elliethy Santos,ChZDSUhNMG9nS0VJQ0FnSURTLWFXalRREAE,
{'displayName': 'Tiago Tomaz'},FIVE,"(Translated by Google) I highly recommend it. The cleanliness in all environments, the restaurant is clean, the food is delicious, and the education of the employees is a first-class thing.

(Original)
Super recomendo .A limpeza em todos os ambientes restaurante limpo comida tudo uma delicia,e a educacao dos funcionarios coisa de primeiro mundo.a equipe de recreacao super top as piscinas cristalinas começando pela portaria ate os funcionarios da limpeza todos de parabens.",2021-01-01T18:10:41.890043Z,2021-01-01T18:14:45.339815Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURTLWFLQ2VBEAE,Tiago Tomaz,Tiago Tomaz,ChZDSUhNMG9nS0VJQ0FnSURTLWFLQ2VBEAE,
{'displayName': 'Karina Arruda'},FIVE,,2020-12-30T16:46:58.265245Z,2020-12-30T16:46:58.265245Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURTeVlDS2pnRRAB,Karina Arruda,Karina Arruda,ChdDSUhNMG9nS0VJQ0FnSURTeVlDS2pnRRAB,
{'displayName': 'Plinio Fotografe'},FIVE,,2020-12-30T09:16:38.252229Z,2020-12-30T09:16:38.252229Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURTOGQyUlN3EAE,Plinio Fotografe,Plinio Fotografe,ChZDSUhNMG9nS0VJQ0FnSURTOGQyUlN3EAE,
{'displayName': 'Izah Santos'},TWO,"(Translated by Google) The place is very clean and organized and the food in the restaurant is very good.
But I was upset with my chalet number 31, because the door was stuck and couldn't be locked, when I left they had to take my personal belongings, the television didn't work, the toilet was loose from the floor and practically all the sockets had bad connections. .
All these problems are easy to solve with routine maintenance...the campsite lacked commitment...as the rent is not cheap....

(Original)
O lugar é bem limpo e organizando e a comida do restaurante é muito boa.
Mas fiquei chateada com o meu chalé número 31, pois a porta estava emperrada não dava para trancar, quando saía tinham q levar meu pertences pessoais, a televisão não funcionava, vaso sanitário estava solto do chão e praticamente todas as tomadas estava com mal contato..
Todos esses problemas são fáceis de resolver com uma manutenção rotineira ...faltou empenho do camping ...pois o aluguel não é barato....",2020-12-29T21:59:45.010040Z,2020-12-29T22:07:45.355658Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURTc2NDbHRBRRAB,Izah Santos,Izah Santos,ChdDSUhNMG9nS0VJQ0FnSURTc2NDbHRBRRAB,
{'displayName': 'Fábio Mateos'},FIVE,,2020-12-28T23:38:52.523603Z,2020-12-28T23:38:52.523603Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURTb1lhbkdnEAE,Fábio Mateos,Fábio Mateos,ChZDSUhNMG9nS0VJQ0FnSURTb1lhbkdnEAE,
{'displayName': 'Maria Cristina Freitas De Oliveira Oliveira'},FIVE,"(Translated by Google) Wonderful place

(Original)
Lugar Maravilhoso",2020-12-28T02:49:21.236166Z,2020-12-28T02:49:29.943643Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURTX3JMVlNBEAE,Maria Cristina Freitas De Oliveira Oliveira,Maria Cristina Freitas De Oliveira Oliveira,ChZDSUhNMG9nS0VJQ0FnSURTX3JMVlNBEAE,
{'displayName': 'Li Souza'},FIVE,,2020-12-27T12:33:18.230695Z,2020-12-27T12:33:18.230695Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURTM3FtQ1FnEAE,Li Souza,Li Souza,ChZDSUhNMG9nS0VJQ0FnSURTM3FtQ1FnEAE,
{'displayName': 'Gabi Oliveira'},FIVE,"(Translated by Google) The place is very good, everything is very good.

(Original)
O lugar é muito bom tudo muito bom.",2020-12-25T18:21:23.093805Z,2020-12-25T18:21:23.093805Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURTanRYTDFBRRAB,Gabi Oliveira,Gabi Oliveira,ChdDSUhNMG9nS0VJQ0FnSURTanRYTDFBRRAB,
{'displayName': 'Jose Roberto da silva Roberto'},FIVE,,2020-12-25T18:00:19.568907Z,2020-12-25T18:00:19.568907Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURTanNXcUp3EAE,Jose Roberto da silva Roberto,Jose Roberto da silva Roberto,ChZDSUhNMG9nS0VJQ0FnSURTanNXcUp3EAE,
{'displayName': 'JAMES OLIVEIRA'},FIVE,"(Translated by Google) Wonderful beautiful place, looks like a paradise

(Original)
Lugar lindo maravilhoso, parece um paraíso",2020-12-25T06:39:41.247543Z,2020-12-25T06:40:09.948667Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURTOXRxY3FRRRAB,JAMES OLIVEIRA,JAMES OLIVEIRA,ChdDSUhNMG9nS0VJQ0FnSURTOXRxY3FRRRAB,
{'displayName': 'Luiz guilherme Rodrigues carvalho'},FIVE,"(Translated by Google) Great reception and excellent infrastructure, we camped and everything was great!

(Original)
Ótima recepção e infraestrutura excelente, acampamos e foi tudo ótimo!",2020-12-24T15:56:05.958724Z,2020-12-24T15:56:05.958724Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURTMXYyR0VnEAE,Luiz guilherme Rodrigues carvalho,Luiz guilherme Rodrigues carvalho,ChZDSUhNMG9nS0VJQ0FnSURTMXYyR0VnEAE,
{'displayName': 'Adailton souza'},FOUR,"(Translated by Google) Great place for rest, weekends, sport fishing.

(Original)
Ótimo local para descanso,fim de semana,pescaria esportiva.",2020-12-23T00:23:18.922685Z,2020-12-23T00:24:33.173446Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURTaG9pYW5BRRAB,Adailton souza,Adailton souza,ChdDSUhNMG9nS0VJQ0FnSURTaG9pYW5BRRAB,
{'displayName': 'Lucas Ferrari'},FIVE,,2020-12-23T00:07:13.096182Z,2020-12-23T00:07:13.096182Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURTaHBDcDhRRRAB,Lucas Ferrari,Lucas Ferrari,ChdDSUhNMG9nS0VJQ0FnSURTaHBDcDhRRRAB,
{'displayName': 'Felipe Dante Gangi'},FIVE,"(Translated by Google) Simply sensational!

(Original)
Simplesmente sensacional!",2018-03-27T01:58:06.856Z,2020-12-22T21:06:39.423720Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUN3cjduZU5REAE,Felipe Dante Gangi,Felipe Dante Gangi,ChZDSUhNMG9nS0VJQ0FnSUN3cjduZU5REAE,
{'displayName': 'Zilda Evaristo'},FIVE,"(Translated by Google) I highly recommend it, very good place with lots of greenery and peace, we stayed in the wooden chalet, very cozy, breakfast was top notch, lunch was also very good. Everything perfect !!!

(Original)
Super recomendo , lugar muito bom com muito verde e muita paz , ficamos no chalé de madeira , bem aconchegante , café da manhã foi top almoço , muito bom também. Tudo perfeito !!!",2020-12-21T15:36:53.225976Z,2020-12-21T15:37:24.458026Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURTNnNqS01REAE,Zilda Evaristo,Zilda Evaristo,ChZDSUhNMG9nS0VJQ0FnSURTNnNqS01REAE,
{'displayName': 'Arthur Felizdoro'},FIVE,"(Translated by Google) Excellent service, great location

(Original)
Excelente atendimento, otimo local",2017-10-26T12:04:17.759Z,2017-10-26T12:04:37.808Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURnOEszWmZREAE,Arthur Felizdoro,Arthur Felizdoro,ChZDSUhNMG9nS0VJQ0FnSURnOEszWmZREAE,
{'displayName': 'rejane ferreira'},FIVE,"(Translated by Google) Excellent place, with swimming pools, playground and restaurant.... I recommend it.

(Original)
Excelente lugar, com piscinas,parquinho e restaurante.... recomendo.",2017-10-24T10:55:12.390Z,2017-10-24T10:55:50.202Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURRd2M3Z253RRAB,rejane ferreira,rejane ferreira,ChdDSUhNMG9nS0VJQ0FnSURRd2M3Z253RRAB,
{'displayName': 'Ana Luisa de Lucena'},FIVE,,2017-10-22T22:03:07.886Z,2017-10-22T22:03:07.886Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURnenNDUWhnRRAB,Ana Luisa de Lucena,Ana Luisa de Lucena,ChdDSUhNMG9nS0VJQ0FnSURnenNDUWhnRRAB,
{'displayName': 'Antonio Kondo'},FOUR,,2017-10-22T03:00:17.714Z,2017-10-22T03:00:35.570Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUN3ejhyTk5REAE,Antonio Kondo,Antonio Kondo,ChZDSUhNMG9nS0VJQ0FnSUN3ejhyTk5REAE,
{'displayName': 'felipe nense'},FIVE,,2017-10-22T02:18:26.233Z,2017-10-22T02:18:26.233Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNnaVp1SmNnEAE,felipe nense,felipe nense,ChZDSUhNMG9nS0VJQ0FnSUNnaVp1SmNnEAE,
{'displayName': 'Jaime #vouviverdetatuagem'},FIVE,,2017-10-21T17:51:40.383Z,2017-10-21T17:51:40.383Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNnNk9QUU1BEAE,Jaime #vouviverdetatuagem,Jaime #vouviverdetatuagem,ChZDSUhNMG9nS0VJQ0FnSUNnNk9QUU1BEAE,
{'displayName': 'Sem Nome'},FIVE,"(Translated by Google) Very good place

(Original)
Muito bom lugar",2017-10-20T22:04:44.545Z,2017-10-20T22:04:58.072Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNRMWNTRExBEAE,Sem Nome,Sem Nome,ChZDSUhNMG9nS0VJQ0FnSUNRMWNTRExBEAE,
{'displayName': 'Leonardo Liduino'},THREE,,2017-10-18T10:01:33.362Z,2017-10-18T10:01:33.362Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURRaGVic2FBEAE,Leonardo Liduino,Leonardo Liduino,ChZDSUhNMG9nS0VJQ0FnSURRaGVic2FBEAE,
{'displayName': 'Matheus Delgado'},FIVE,,2017-10-18T07:55:16.410Z,2017-10-18T07:55:16.410Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURRMklQVXhRRRAB,Matheus Delgado,Matheus Delgado,ChdDSUhNMG9nS0VJQ0FnSURRMklQVXhRRRAB,
{'displayName': 'Sandra Santos'},FIVE,"(Translated by Google) Great place!

(Original)
Ótimo lugar!",2017-10-17T23:06:08.159Z,2017-10-17T23:06:18.910Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNBMG9qLVdREAE,Sandra Santos,Sandra Santos,ChZDSUhNMG9nS0VJQ0FnSUNBMG9qLVdREAE,
{'displayName': 'Janaina Santana'},FIVE,,2017-10-17T22:25:56.786Z,2017-10-17T22:25:56.786Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURnZ0xYWkJBEAE,Janaina Santana,Janaina Santana,ChZDSUhNMG9nS0VJQ0FnSURnZ0xYWkJBEAE,
{'displayName': 'Vinicius Rocha'},FOUR,,2017-10-16T17:50:33.270Z,2017-10-16T17:51:04.652Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNZaU1xeTVBRRAB,Vinicius Rocha,Vinicius Rocha,ChdDSUhNMG9nS0VJQ0FnSUNZaU1xeTVBRRAB,
{'displayName': 'Cristhian Dalmazzo'},FIVE,"(Translated by Google) Wonderful!

(Original)
Maravilhoso!",2017-10-16T15:09:20.645Z,2017-10-16T15:09:27.255Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNBaUpYTzZ3RRAB,Cristhian Dalmazzo,Cristhian Dalmazzo,ChdDSUhNMG9nS0VJQ0FnSUNBaUpYTzZ3RRAB,
{'displayName': 'Daniel Correia'},FOUR,"(Translated by Google) We camped on the Children's Day holiday, we already imagined it would be full. But not so full...
The place was completely packed! There was a promotion on Day Use, which only increased the demand for the beautiful Camping Chapéu de Sol!
Despite the huge number of people, the format and distribution of the campsite accommodates so many people. The chalets are well spread out and there are 4 tent areas, all quite large and equipped with toilet sets, and quite far apart from each other. So far away that we only saw two of them when we took a drive before leaving.
The place has 3 swimming pools, playground, games room, courts, sauna, paintball, a replica of an indigenous village and other attractions. Honestly, I don't think we could see everything, so I must be forgetting some things and others are not worth commenting on, like the bocce court, which is well detonated.
And they are still expanding! Soon they will have a fishing lake and another pool that will be beautiful!
The service was super attentive and helpful, we saw people cleaning the camping bathroom at night and the team hired to cheer up the children was great. The downside we found was the restaurant and the system used. As I said, the camping is huge and well distributed, you can hardly have an idea of ​​how many people are inside. Until you want to eat or drink something! At mealtimes the only restaurant is quite full and the queue lasts for a long time! There's no point in arriving early, before they release the only serving line, there's already a considerable queue. What prevents the occurrence of wild west scenes is the very family atmosphere and the quality of the food, in the end everyone left satisfied.
I hope that on big holidays they prioritize guests over Day Use, or otherwise, to avoid overcrowding like Children's Day.

(Original)
Acampamos no feriado do Dia das Crianças, já imaginávamos que estaria cheio. Mas não tão cheio...
O lugar ficou completamente lotado! Havia promoção no Day Use, o que só fez aumentar a procura pelo belíssimo Camping Chapéu de Sol!
Apesar da quantidade enorme de pessoas, o formato e a distribuição do camping comportam bem tanta gente. Os chalés são bem espalhados e existem 4 áreas de barraca, todas bem grandes e equipadas com conjuntos de banheiros, e bem distantes uma da outra. Tão distantes que só vimos duas delas quando demos uma volta de carro antes de irmos embora.
O local conta com 3 piscinas, parquinho infantil, salão de jogos, quadras, sauna, paintball, uma réplica de aldeia indígena e outras atrações. Sinceramente acho que não conseguimos ver tudo, então devo estar esquecendo algumas coisas e outras não valem a pena comentar, como o campo de bocha que está bem detonado.
E eles ainda estão ampliando! Em breve contarão com lago de pesca e mais uma piscina que será lindíssima!
O atendimento foi super atencioso e prestativo, vimos pessoas limpando o banheiro do camping já de noite e a equipe contratada para animar as crianças foi ótima. O lado ruim que achamos foi o restaurante e o sistema utilizado. Como eu disse, o camping é enorme e bem distribuído, quase não dá pra ter noção de quanta gente tem lá dentro. Até você querer comer ou beber alguma coisa! Na hora das refeições o único restaurante fica bastante cheio e a fila perdura por muito tempo! Nem adianta chegar cedo, antes de liberarem a única linha de servir, já se forma uma fila considerável. O que impede a ocorrência de cenas de velho oeste é o clima bem família e a qualidade da comida, no final todos saíam satisfeitos.
Espero que nos grande feriados eles priorizem os hóspedes em detrimento do Day Use, ou contrário, para evitar superlotações como a do Dia das Crianças.",2017-10-15T01:21:27.731Z,2017-10-15T01:21:27.731Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURBMU5feGpRRRAB,Daniel Correia,Daniel Correia,ChdDSUhNMG9nS0VJQ0FnSURBMU5feGpRRRAB,
{'displayName': 'Juliana Machado'},FOUR,"(Translated by Google) We spent the holiday at the camping, it was crowded, but it was a nice atmosphere!

(Original)
Passamos o feriado no camping, estava lotado, porém estava um ambiente gostoso!",2017-10-14T23:06:54.008Z,2017-10-14T23:06:54.008Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURna3YtYkNnEAE,Juliana Machado,Juliana Machado,ChZDSUhNMG9nS0VJQ0FnSURna3YtYkNnEAE,
{'displayName': 'Larissa Bendinelli'},FOUR,"(Translated by Google) Do not go on a long holiday... on other weekends I recommend it.....

(Original)
Não ir em feriado prolongado...nos outros finais de semana recomendo.....",2017-10-14T15:21:01.414Z,2017-10-14T15:23:22.693Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUN3dVk2ei1RRRAB,Larissa Bendinelli,Larissa Bendinelli,ChdDSUhNMG9nS0VJQ0FnSUN3dVk2ei1RRRAB,
{'displayName': 'Guilherme Maganha'},FOUR,,2017-10-13T19:23:03.144Z,2017-10-13T19:23:03.144Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURnb3MtdjZBRRAB,Guilherme Maganha,Guilherme Maganha,ChdDSUhNMG9nS0VJQ0FnSURnb3MtdjZBRRAB,
{'displayName': 'Wellington Domingos'},FIVE,"(Translated by Google) Show...top place...+

(Original)
Show...lugar top..+",2017-10-13T19:16:44.981Z,2017-10-13T19:16:44.981Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNZaU5UZ3pRRRAB,Wellington Domingos,Wellington Domingos,ChdDSUhNMG9nS0VJQ0FnSUNZaU5UZ3pRRRAB,
{'displayName': 'Lari cg'},THREE,,2017-10-13T12:57:53.848Z,2017-10-13T12:57:53.848Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNBMGFXUUhREAE,Lari cg,Lari cg,ChZDSUhNMG9nS0VJQ0FnSUNBMGFXUUhREAE,
{'displayName': 'Sandra Santos'},FIVE,"(Translated by Google) Great place!

(Original)
Ótimo lugar!",2017-10-17T23:06:08.159Z,2017-10-17T23:06:18.910Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNBMG9qLVdREAE,Sandra Santos,Sandra Santos,ChZDSUhNMG9nS0VJQ0FnSUNBMG9qLVdREAE,
{'displayName': 'Janaina Santana'},FIVE,,2017-10-17T22:25:56.786Z,2017-10-17T22:25:56.786Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURnZ0xYWkJBEAE,Janaina Santana,Janaina Santana,ChZDSUhNMG9nS0VJQ0FnSURnZ0xYWkJBEAE,
{'displayName': 'Vinicius Rocha'},FOUR,,2017-10-16T17:50:33.270Z,2017-10-16T17:51:04.652Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNZaU1xeTVBRRAB,Vinicius Rocha,Vinicius Rocha,ChdDSUhNMG9nS0VJQ0FnSUNZaU1xeTVBRRAB,
{'displayName': 'Cristhian Dalmazzo'},FIVE,"(Translated by Google) Wonderful!

(Original)
Maravilhoso!",2017-10-16T15:09:20.645Z,2017-10-16T15:09:27.255Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNBaUpYTzZ3RRAB,Cristhian Dalmazzo,Cristhian Dalmazzo,ChdDSUhNMG9nS0VJQ0FnSUNBaUpYTzZ3RRAB,
{'displayName': 'Daniel Correia'},FOUR,"(Translated by Google) We camped on the Children's Day holiday, we already imagined it would be full. But not so full...
The place was completely packed! There was a promotion on Day Use, which only increased the demand for the beautiful Camping Chapéu de Sol!
Despite the huge number of people, the format and distribution of the campsite accommodates so many people. The chalets are well spread out and there are 4 tent areas, all quite large and equipped with toilet sets, and quite far apart from each other. So far away that we only saw two of them when we took a drive before leaving.
The place has 3 swimming pools, playground, games room, courts, sauna, paintball, a replica of an indigenous village and other attractions. Honestly, I don't think we could see everything, so I must be forgetting some things and others are not worth commenting on, like the bocce court, which is well detonated.
And they are still expanding! Soon they will have a fishing lake and another pool that will be beautiful!
The service was super attentive and helpful, we saw people cleaning the camping bathroom at night and the team hired to cheer up the children was great. The downside we found was the restaurant and the system used. As I said, the camping is huge and well distributed, you can hardly have an idea of ​​how many people are inside. Until you want to eat or drink something! At mealtimes the only restaurant is quite full and the queue lasts for a long time! There's no point in arriving early, before they release the only serving line, there's already a considerable queue. What prevents the occurrence of wild west scenes is the very family atmosphere and the quality of the food, in the end everyone left satisfied.
I hope that on big holidays they prioritize guests over Day Use, or otherwise, to avoid overcrowding like Children's Day.

(Original)
Acampamos no feriado do Dia das Crianças, já imaginávamos que estaria cheio. Mas não tão cheio...
O lugar ficou completamente lotado! Havia promoção no Day Use, o que só fez aumentar a procura pelo belíssimo Camping Chapéu de Sol!
Apesar da quantidade enorme de pessoas, o formato e a distribuição do camping comportam bem tanta gente. Os chalés são bem espalhados e existem 4 áreas de barraca, todas bem grandes e equipadas com conjuntos de banheiros, e bem distantes uma da outra. Tão distantes que só vimos duas delas quando demos uma volta de carro antes de irmos embora.
O local conta com 3 piscinas, parquinho infantil, salão de jogos, quadras, sauna, paintball, uma réplica de aldeia indígena e outras atrações. Sinceramente acho que não conseguimos ver tudo, então devo estar esquecendo algumas coisas e outras não valem a pena comentar, como o campo de bocha que está bem detonado.
E eles ainda estão ampliando! Em breve contarão com lago de pesca e mais uma piscina que será lindíssima!
O atendimento foi super atencioso e prestativo, vimos pessoas limpando o banheiro do camping já de noite e a equipe contratada para animar as crianças foi ótima. O lado ruim que achamos foi o restaurante e o sistema utilizado. Como eu disse, o camping é enorme e bem distribuído, quase não dá pra ter noção de quanta gente tem lá dentro. Até você querer comer ou beber alguma coisa! Na hora das refeições o único restaurante fica bastante cheio e a fila perdura por muito tempo! Nem adianta chegar cedo, antes de liberarem a única linha de servir, já se forma uma fila considerável. O que impede a ocorrência de cenas de velho oeste é o clima bem família e a qualidade da comida, no final todos saíam satisfeitos.
Espero que nos grande feriados eles priorizem os hóspedes em detrimento do Day Use, ou contrário, para evitar superlotações como a do Dia das Crianças.",2017-10-15T01:21:27.731Z,2017-10-15T01:21:27.731Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURBMU5feGpRRRAB,Daniel Correia,Daniel Correia,ChdDSUhNMG9nS0VJQ0FnSURBMU5feGpRRRAB,
